City,Country,Month,Day,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,Air_Quality,Air_Quality_Category,Monthly_Avg_Temperature,Monthly_Avg_Wind_Speed,HasRained,Is_Stagnant,Dispersion_Index
New York,USA,2,27,18.4,57.45,99.81,7.23,1.32,65.78,27.71,47.14,16.01,99.79760869565216,Moderate,14.62,9.54,false,false,10.88
Moscow,Russia,7,13,58.95,19.45,16.19,16.57,0.73,137.82,-6.67,57.37,5.03,170.34699683877767,Unhealthy,17.72,10.1,false,false,3.2
Johannesburg,South Africa,4,19,97.14,191.9,90.91,29.7,7.89,187.01,25.24,24.77,15.61,173.98714436248682,Unhealthy,14.13,10.18,false,false,12.51
Istanbul,Turkey,8,3,51.95,26.18,12.5,47.27,7.88,157.48,14.08,15.12,9.01,141.50502512562815,Poor,15.01,8.76,false,false,7.83
Madrid,Spain,1,12,17.26,177.47,50.6,44.75,0.7,193.28,-3.55,18.68,16.41,81.63242424242424,Moderate,13.09,8.96,false,false,13.83
Paris,France,6,12,91.52,101.07,95.02,22.77,7.72,54.28,2.56,40.22,18.69,169.59831401475236,Unhealthy,13.47,9.37,false,false,13.33
Mumbai,India,12,23,11.16,156.69,67.88,43.61,4.43,55.98,0.55,84.57,11.62,101.83646464646463,Poor,13.09,12.18,false,false,6.3
Istanbul,Turkey,7,8,16.1,165.81,34.28,46.59,1.37,149.48,3.48,63.49,15.59,106.35040404040404,Poor,17.52,10.12,false,false,9.54
Dubai,UAE,1,10,91.01,134.79,96.97,27.53,5.14,114.36,-4.61,56.87,8.71,169.33498419388832,Unhealthy,15.22,9.51,false,false,5.55
Dubai,UAE,1,10,126.0,23.14,58.41,37.3,7.4,20.25,-4.61,56.87,8.71,169.33498419388832,Unhealthy,15.22,9.51,false,false,5.55
London,UK,10,4,94.59,168.43,70.54,17.53,1.28,192.7,16.19,94.64,14.92,155.26491043203373,Unhealthy,12.18,9.62,false,false,7.67
Istanbul,Turkey,6,5,79.81,133.19,84.54,20.38,4.88,73.2,36.7,20.14,9.43,163.55205479452056,Unhealthy,19.22,9.91,false,false,7.85
Berlin,Germany,12,22,96.68,191.5,15.82,16.29,3.07,112.2,14.06,84.58,17.29,172.26259220231825,Unhealthy,15.49,10.71,false,false,9.37
Johannesburg,South Africa,8,28,96.46,10.56,61.61,49.88,2.86,89.25,20.95,16.68,5.29,172.1489989462592,Unhealthy,14.39,10.06,false,false,4.53
Seoul,South Korea,6,1,57.94,15.57,42.42,7.46,9.95,192.11,31.99,51.15,16.8,152.25985247629083,Unhealthy,18.07,9.89,false,false,11.11
Los Angeles,USA,4,5,31.76,101.43,59.46,12.72,9.49,44.32,34.36,30.19,15.4,128.89798994974873,Poor,14.11,9.77,false,false,11.83
Mexico City,Mexico,1,14,53.4,94.0,18.96,5.37,1.12,49.28,6.01,51.66,6.93,179.30021074815596,Unhealthy,14.83,10.6,false,false,4.57
Los Angeles,USA,12,19,86.89,133.24,67.66,12.67,2.98,53.93,5.06,32.03,11.31,167.2076923076923,Unhealthy,17.73,9.8,false,false,8.57
Seoul,South Korea,12,28,26.77,52.08,48.29,13.14,7.67,94.26,28.4,26.5,1.99,82.7,Moderate,15.45,10.79,false,false,1.57
Tokyo,Japan,8,26,36.27,19.46,37.29,36.38,0.23,128.93,21.62,17.61,2.36,127.19899497487438,Poor,13.24,9.37,false,false,2.01
Mexico City,Mexico,2,21,77.67,32.23,37.16,29.39,2.96,50.11,37.38,83.29,1.87,106.34321608040202,Poor,17.56,9.83,false,true,1.02
Toronto,Canada,1,22,61.0,139.24,29.8,10.23,7.41,10.16,29.41,22.53,11.78,166.7946259220232,Unhealthy,13.87,11.98,false,false,9.61
Los Angeles,USA,7,17,13.03,31.69,68.15,47.1,2.97,94.61,24.84,57.9,4.97,151.69704952581665,Unhealthy,13.6,11.1,false,false,3.15
Istanbul,Turkey,4,19,138.65,119.72,33.23,27.7,0.93,13.96,11.29,22.93,9.28,172.2522655426765,Unhealthy,16.71,10.93,false,false,7.55
Dubai,UAE,10,9,59.4,115.34,74.02,24.11,8.88,157.2,-8.6,32.38,13.91,178.8200210748156,Unhealthy,12.55,9.61,false,false,10.51
Madrid,Spain,11,13,81.16,198.42,10.11,25.04,2.99,42.46,-5.58,47.83,2.73,164.2491043203372,Unhealthy,14.17,10.45,false,false,1.85
Mumbai,India,12,18,63.37,119.53,65.31,25.23,2.83,154.74,-4.44,89.96,13.27,155.06354056902,Unhealthy,13.09,12.18,false,false,6.99
Toronto,Canada,2,6,144.84,23.41,92.76,4.75,2.05,100.89,30.96,98.62,13.72,197.1291886195996,Unhealthy,16.03,10.92,false,false,6.91
Istanbul,Turkey,3,4,122.77,62.94,17.61,42.36,3.52,10.41,3.79,53.42,7.34,161.46606954689148,Unhealthy,14.84,10.52,false,false,4.78
Tokyo,Japan,11,28,144.7,108.25,22.91,24.48,7.57,182.39,6.5,28.97,14.88,118.77788944723618,Poor,11.47,10.76,false,false,11.54
Mumbai,India,5,22,148.91,139.52,68.09,45.98,9.86,198.68,28.2,29.19,18.52,106.31859296482412,Poor,17.26,9.48,false,false,14.34
Rio de Janeiro,Brazil,1,27,144.46,183.46,17.43,9.26,5.84,170.24,6.86,40.05,7.22,189.85922023182297,Unhealthy,15.78,10.56,false,false,5.16
Dubai,UAE,6,22,26.8,77.68,8.03,16.5,1.99,49.19,34.3,34.9,10.94,78.27666666666667,Moderate,13.71,11.52,false,false,8.11
Tokyo,Japan,8,18,116.3,82.26,80.87,17.08,2.79,186.83,37.05,93.24,16.8,165.4831401475237,Unhealthy,13.24,9.37,false,false,8.69
Johannesburg,South Africa,9,12,132.38,68.86,10.84,23.36,6.46,103.19,35.92,21.13,12.43,96.21459227467813,Moderate,16.13,10.02,false,false,10.26
London,UK,4,23,131.1,14.02,85.02,10.69,1.4,156.97,-3.35,41.42,13.95,190.0347734457324,Unhealthy,14.67,9.95,false,false,9.86
Johannesburg,South Africa,7,14,72.74,157.12,54.17,38.63,3.88,45.86,6.78,69.66,11.5,160.74836670179135,Unhealthy,9.29,9.78,false,false,6.78
New York,USA,3,15,71.75,175.47,96.59,22.28,9.09,143.06,25.93,18.75,0.92,67.3679797979798,Moderate,14.13,11.42,false,false,0.77
Los Angeles,USA,3,8,121.56,137.66,5.52,1.18,8.84,19.89,25.34,94.57,12.53,185.10895679662804,Unhealthy,12.11,10.1,false,false,6.44
Paris,France,6,27,10.7,71.04,92.32,42.26,7.2,169.45,26.9,27.11,2.99,159.68988408851422,Unhealthy,13.47,9.37,false,false,2.35
New York,USA,4,28,97.28,191.38,73.85,35.59,6.01,52.21,-4.07,62.22,4.06,172.57239199157007,Unhealthy,13.33,7.6,false,false,2.5
London,UK,10,2,85.23,196.54,38.63,9.53,7.59,48.32,10.4,57.15,10.18,136.4819095477387,Poor,12.18,9.62,false,false,6.48
Johannesburg,South Africa,12,18,103.68,136.19,49.74,22.66,6.66,98.73,33.72,68.92,12.56,107.82040404040404,Poor,18.35,9.16,false,false,7.44
Los Angeles,USA,10,9,101.05,94.59,42.53,10.22,8.85,47.45,8.62,35.72,5.86,174.51896733403584,Unhealthy,14.02,10.27,false,false,4.32
Mexico City,Mexico,3,12,114.22,84.07,66.9,14.35,0.92,184.78,19.59,63.84,15.12,105.50603015075376,Poor,14.92,10.36,false,false,9.23
Johannesburg,South Africa,11,11,73.03,24.77,65.85,43.53,8.6,75.83,37.72,33.44,0.89,191.13972602739727,Unhealthy,16.9,11.25,false,false,0.67
Moscow,Russia,2,1,25.19,186.91,37.52,6.25,0.83,99.14,38.98,58.22,3.54,81.14565217391305,Moderate,17.85,10.47,false,false,2.24
Tokyo,Japan,12,4,121.39,91.65,25.17,45.04,8.19,181.33,2.43,62.74,3.56,162.9995785036881,Unhealthy,11.62,10.03,false,false,2.19
Johannesburg,South Africa,10,5,105.8,190.92,15.52,10.99,8.88,198.74,10.81,14.1,14.1,197.66101159114857,Unhealthy,12.9,9.66,false,false,12.36
Toronto,Canada,9,28,9.88,144.58,50.61,42.22,9.32,196.72,10.24,42.57,12.95,159.5246575342466,Unhealthy,16.8,11.04,false,false,9.08
Paris,France,7,28,105.27,188.63,25.95,5.84,5.27,112.86,5.46,52.15,5.07,176.69789251844043,Unhealthy,15.15,10.3,false,false,3.33
Bangkok,Thailand,1,21,121.43,55.34,70.77,38.15,4.82,97.44,38.04,44.91,10.72,185.0418335089568,Unhealthy,15.08,10.9,false,false,7.4
Toronto,Canada,11,12,81.66,64.87,78.59,48.42,2.6,199.82,-8.99,60.1,9.99,71.27296137339056,Moderate,11.82,9.76,false,false,6.24
Cairo,Egypt,10,22,74.0,163.33,28.33,15.11,9.77,196.37,6.39,32.76,2.41,173.92518440463647,Unhealthy,15.61,9.87,false,false,1.82
Istanbul,Turkey,5,12,73.63,27.15,84.95,48.01,7.84,102.52,13.8,19.94,8.89,108.80552763819097,Poor,11.93,10.77,false,false,7.41
Rio de Janeiro,Brazil,2,17,117.15,49.53,80.47,4.56,1.53,199.49,13.51,62.39,1.23,182.83192834562692,Unhealthy,14.93,10.65,false,false,0.76
Johannesburg,South Africa,3,9,78.44,32.68,44.71,42.95,4.04,76.94,15.58,92.71,1.7,128.87336683417087,Poor,15.03,8.44,false,false,0.88
Johannesburg,South Africa,10,22,91.48,13.49,62.24,3.89,8.34,136.58,-2.61,29.9,6.75,95.16309012875536,Moderate,12.9,9.66,false,false,5.2
Berlin,Germany,6,15,50.0,163.82,43.26,16.92,0.43,27.18,8.98,18.19,2.3,193.66975763962063,Unhealthy,15.69,9.7,false,false,1.95
London,UK,8,12,22.86,58.26,44.53,8.31,1.02,75.29,19.07,53.05,16.34,95.9412017167382,Moderate,17.35,10.48,false,false,10.68
Seoul,South Korea,6,2,108.15,75.23,50.08,46.89,6.58,150.14,9.6,59.19,17.6,178.18493150684932,Unhealthy,18.07,9.89,false,false,11.06
Bangkok,Thailand,1,7,149.86,185.01,7.23,43.39,9.02,27.12,35.66,62.45,14.0,175.6858798735511,Unhealthy,15.08,10.9,false,false,8.62
Toronto,Canada,11,11,50.83,172.25,98.03,32.35,1.31,44.48,13.19,36.37,10.93,138.7472361809045,Poor,11.82,9.76,false,false,8.01
Johannesburg,South Africa,2,24,59.18,21.2,72.77,41.37,7.33,164.79,27.58,17.08,11.48,170.7290832455216,Unhealthy,13.49,10.69,false,false,9.81
Bangkok,Thailand,8,4,144.77,198.66,36.86,23.62,5.83,44.17,33.34,32.74,19.71,197.0930453108536,Unhealthy,17.27,11.24,false,false,14.85
Toronto,Canada,10,17,73.01,159.12,53.22,35.99,9.14,161.38,-2.07,12.83,19.35,160.04099051633298,Unhealthy,14.88,11.68,false,false,17.15
London,UK,8,16,98.48,142.24,74.86,27.18,9.33,86.11,8.15,91.9,9.34,173.19199157007375,Unhealthy,17.35,10.48,false,false,4.87
Moscow,Russia,7,15,115.57,170.69,23.88,38.75,6.27,153.45,16.89,70.04,14.71,182.01612223393045,Unhealthy,17.72,10.1,false,false,8.65
Istanbul,Turkey,5,6,95.71,157.44,57.5,17.2,1.68,123.7,-5.7,73.93,6.92,170.50189673340358,Unhealthy,11.93,10.77,false,false,3.98
Moscow,Russia,11,26,125.63,114.06,67.64,5.44,7.84,152.6,2.46,51.84,6.74,187.2104320337197,Unhealthy,12.32,9.66,false,false,4.44
Cairo,Egypt,11,26,6.69,139.31,94.8,24.64,5.19,16.29,32.01,39.0,11.14,94.4608695652174,Moderate,15.99,9.71,false,false,8.01
Tokyo,Japan,12,4,34.73,95.81,73.43,6.73,4.58,153.89,2.43,62.74,3.56,162.9995785036881,Unhealthy,11.62,10.03,false,false,2.19
Beijing,China,7,21,137.08,18.38,82.02,45.91,0.56,72.73,-0.0,26.84,7.27,176.6359325605901,Unhealthy,13.81,10.01,false,false,5.73
Moscow,Russia,10,17,101.2,150.32,62.14,46.85,4.6,26.1,9.33,12.25,2.1,174.5964172813488,Unhealthy,14.92,9.81,false,false,1.87
Toronto,Canada,5,24,95.18,145.06,48.83,44.08,7.38,27.06,-4.88,58.78,1.55,166.6603793466807,Unhealthy,15.6,10.43,false,false,0.98
Johannesburg,South Africa,11,15,99.36,154.53,82.78,49.93,0.49,26.97,29.85,19.71,18.12,182.413698630137,Unhealthy,16.9,11.25,false,false,15.14
Beijing,China,9,14,37.42,38.77,45.95,8.88,1.66,191.66,-0.57,73.0,5.45,158.3009483667018,Unhealthy,14.41,10.63,false,false,3.15
Cairo,Egypt,7,14,46.11,101.06,66.45,45.68,6.35,109.11,26.71,53.75,12.07,184.11243414120128,Unhealthy,14.35,9.43,false,false,7.85
Toronto,Canada,4,7,112.18,24.5,79.69,12.52,7.38,23.61,-9.93,46.2,2.81,170.77038988408853,Unhealthy,15.35,10.39,false,false,1.92
Mexico City,Mexico,10,17,42.62,166.34,59.88,39.99,5.39,35.34,-5.22,27.09,18.33,118.53165829145728,Poor,16.43,9.97,false,false,14.42
Cairo,Egypt,9,6,137.65,164.03,54.22,38.41,7.72,111.99,10.51,42.7,10.37,193.4167544783984,Unhealthy,12.59,9.66,false,false,7.27
Seoul,South Korea,9,13,8.81,68.64,44.25,24.69,2.01,168.6,12.4,94.56,11.33,57.75111111111112,Moderate,10.64,10.96,false,false,5.82
New York,USA,4,27,69.44,11.32,32.08,28.21,3.3,44.63,37.48,24.98,3.4,115.23216080402013,Poor,13.33,7.6,false,false,2.72
New York,USA,3,13,141.54,157.45,34.96,14.44,3.22,101.36,35.94,36.16,9.25,195.42528977871444,Unhealthy,14.13,11.42,false,false,6.79
New York,USA,6,7,37.43,153.41,43.84,19.17,3.09,56.17,23.37,77.72,13.13,178.5308746048472,Unhealthy,15.78,9.84,false,false,7.39
Los Angeles,USA,5,14,75.45,84.02,26.9,31.58,2.39,24.38,27.59,11.74,10.18,69.6,Moderate,14.24,9.89,false,false,9.11
New York,USA,10,10,146.92,46.31,10.03,46.14,5.38,192.12,-8.08,42.89,17.39,186.10031612223395,Unhealthy,14.43,10.45,false,false,12.17
Berlin,Germany,10,7,135.86,33.88,37.97,34.76,1.52,176.17,32.11,71.02,9.39,185.69241306638563,Unhealthy,14.03,10.94,false,false,5.49
Paris,France,9,11,48.98,179.6,10.79,10.4,7.37,197.31,-8.59,21.7,1.63,134.19195979899496,Poor,11.91,9.29,false,false,1.34
Berlin,Germany,5,2,24.96,87.46,5.22,40.19,2.48,119.61,-2.21,94.94,17.24,78.04463519313305,Moderate,12.69,10.41,true,false,8.84
Cairo,Egypt,7,27,101.21,65.73,92.12,28.23,0.87,192.18,19.15,75.78,6.68,174.60158061116965,Unhealthy,14.35,9.43,false,false,3.8
Beijing,China,9,24,100.11,96.99,74.25,3.54,1.8,11.99,-9.44,89.01,6.37,142.90854271356784,Poor,14.41,10.63,false,false,3.37
London,UK,12,13,15.84,176.92,85.92,25.47,6.01,31.03,39.05,62.11,11.88,186.1674394099052,Unhealthy,21.15,10.8,false,false,7.33
Mexico City,Mexico,1,21,127.51,76.06,44.29,46.23,0.51,84.51,-5.85,59.05,1.47,183.96786090621708,Unhealthy,14.83,10.6,false,false,0.92
Tokyo,Japan,3,3,106.71,38.35,57.66,36.01,6.95,118.44,11.41,18.82,13.66,177.4414120126449,Unhealthy,12.58,9.96,false,false,11.5
Bangkok,Thailand,3,5,97.64,193.29,18.69,35.06,9.8,19.81,-1.6,90.02,15.22,172.75827186512117,Unhealthy,13.32,10.64,true,false,8.01
Toronto,Canada,5,23,132.24,33.36,31.82,36.37,8.96,115.71,8.34,84.7,17.9,160.86195995785036,Unhealthy,15.6,10.43,false,false,9.69
New York,USA,6,2,49.3,163.75,49.42,19.18,9.62,168.73,25.53,29.66,13.8,134.97989949748742,Poor,15.78,9.84,false,false,10.64
Moscow,Russia,1,17,141.38,28.16,15.04,41.24,3.61,115.11,8.74,91.97,13.88,156.1891464699684,Unhealthy,14.36,10.98,true,false,7.23
Johannesburg,South Africa,10,12,16.23,128.02,93.3,8.25,2.82,112.01,15.72,40.41,11.18,92.86304347826086,Moderate,12.9,9.66,false,false,7.96
Mexico City,Mexico,5,20,41.59,21.24,91.08,4.7,9.58,94.29,17.04,54.53,16.65,156.97913593256058,Unhealthy,14.2,11.91,false,false,10.77
London,UK,7,1,32.91,29.58,43.99,35.1,1.73,191.28,25.7,28.4,1.0,181.3190727081138,Unhealthy,14.74,9.75,false,false,0.78
Rio de Janeiro,Brazil,9,10,105.49,66.05,54.84,8.98,2.41,135.69,23.79,81.68,18.88,98.2755364806867,Moderate,18.36,10.61,false,false,10.39
New York,USA,12,25,57.82,61.53,37.49,29.49,5.3,79.05,33.91,63.69,18.45,139.7321608040201,Poor,15.14,9.77,false,false,11.27
Toronto,Canada,10,13,127.31,138.25,83.32,17.6,6.29,122.68,12.65,14.01,13.88,188.07787144362487,Unhealthy,14.88,11.68,false,false,12.17
Toronto,Canada,12,11,147.21,134.29,91.35,14.84,3.07,120.41,16.87,32.57,0.81,165.6277133825079,Unhealthy,19.53,9.34,false,false,0.61
Moscow,Russia,9,2,73.14,172.75,61.8,17.91,8.12,143.55,7.48,15.15,12.04,160.1081138040042,Unhealthy,13.62,10.21,false,false,10.46
London,UK,2,10,92.06,196.5,38.67,13.06,0.8,101.16,28.3,63.86,15.11,66.91974248927039,Moderate,14.65,10.39,false,false,9.22
New York,USA,8,1,52.44,66.95,18.11,21.72,7.42,117.78,30.94,22.77,19.48,147.53768844221105,Poor,19.02,9.37,false,false,15.87
Los Angeles,USA,6,22,91.68,168.66,14.74,23.09,3.56,61.72,28.87,88.15,8.55,149.778391959799,Poor,17.79,9.92,false,false,4.54
Sydney,Australia,12,26,96.28,166.55,10.99,2.33,6.27,57.68,23.27,37.16,0.56,196.7677555321391,Unhealthy,12.67,10.42,false,false,0.41
Berlin,Germany,11,11,27.33,65.41,58.37,21.45,1.51,179.34,37.62,55.34,7.0,92.3030042918455,Moderate,13.73,10.82,false,false,4.51
Rio de Janeiro,Brazil,11,10,15.04,192.81,63.6,3.63,0.52,187.92,-7.48,76.85,18.02,167.92023182297154,Unhealthy,11.39,11.28,false,false,10.19
Istanbul,Turkey,7,5,65.59,120.64,74.25,29.48,1.24,107.7,21.45,37.9,2.13,156.20979978925186,Unhealthy,17.52,10.12,false,false,1.54
Mumbai,India,3,3,53.55,36.71,46.59,25.03,4.58,158.25,13.15,19.17,5.87,145.44472361809045,Poor,14.48,10.05,false,false,4.93
Sydney,Australia,4,17,93.05,65.36,50.78,14.99,5.29,140.11,2.66,69.46,16.52,170.38830347734458,Unhealthy,17.07,9.6,false,false,9.75
Seoul,South Korea,4,23,63.74,123.41,56.97,49.39,4.61,169.99,-0.81,79.25,17.8,184.62876712328767,Unhealthy,14.31,11.81,false,false,9.93
Cairo,Egypt,5,5,5.97,64.29,18.64,16.57,4.91,27.23,34.19,12.13,13.4,88.67555555555556,Moderate,15.47,12.16,false,false,11.95
Johannesburg,South Africa,7,21,91.45,19.37,54.99,44.19,4.42,88.69,-5.54,79.98,18.16,120.13969696969696,Poor,9.29,9.78,false,false,10.09
New York,USA,4,17,41.92,144.71,76.74,11.51,3.93,11.46,6.1,29.63,2.4,188.4031612223393,Unhealthy,13.33,7.6,false,false,1.85
Rio de Janeiro,Brazil,9,3,9.73,93.74,52.52,1.15,0.48,54.43,21.11,90.7,10.75,70.17434343434343,Moderate,18.36,10.61,false,false,5.64
Mumbai,India,11,16,74.55,77.34,5.7,2.3,1.22,44.51,25.94,72.32,13.57,170.4554267650158,Unhealthy,14.19,10.18,false,false,7.87
Dubai,UAE,12,28,31.33,125.65,67.39,16.33,5.41,166.91,10.01,77.28,3.16,91.44077253218884,Moderate,15.24,10.32,false,false,1.78
Berlin,Germany,1,23,15.39,57.06,39.39,6.72,2.56,187.58,2.78,67.39,3.91,99.82956521739132,Moderate,14.14,8.83,false,false,2.34
Tokyo,Japan,1,7,86.2,121.53,96.66,31.41,4.44,175.15,6.89,35.07,18.0,166.8514225500527,Unhealthy,13.34,10.8,false,false,13.33
Madrid,Spain,1,2,70.97,124.75,12.55,12.14,3.42,37.96,24.6,41.72,17.75,170.1146469968388,Unhealthy,13.09,8.96,false,false,12.52
Istanbul,Turkey,4,26,113.11,107.76,89.44,33.49,4.32,70.92,-6.81,15.51,11.57,180.7459430979979,Unhealthy,16.71,10.93,false,false,10.02
Cairo,Egypt,5,12,44.78,156.19,41.78,17.04,7.75,162.04,-9.4,65.41,10.55,191.20168598524765,Unhealthy,15.47,12.16,false,false,6.38
Moscow,Russia,5,4,16.44,31.55,50.95,12.58,6.68,23.27,20.47,19.78,17.58,151.43371970495258,Unhealthy,14.33,11.16,false,false,14.68
Sydney,Australia,6,5,24.04,81.81,50.13,10.01,8.47,145.1,37.41,33.89,17.26,90.7,Moderate,19.58,9.76,false,false,12.89
Rio de Janeiro,Brazil,11,27,133.61,118.02,56.96,5.77,3.33,23.82,37.02,68.78,2.24,191.33076923076925,Unhealthy,11.39,11.28,false,false,1.33
Los Angeles,USA,1,17,40.6,21.18,72.69,41.58,1.27,180.8,21.12,10.62,17.64,168.33329820864066,Unhealthy,15.53,11.57,false,false,15.95
London,UK,12,1,25.36,156.48,20.26,15.86,4.23,110.12,19.71,90.07,5.08,101.73252525252524,Poor,21.15,10.8,false,false,2.67
Dubai,UAE,6,10,149.17,95.98,66.09,17.84,5.88,181.99,-6.29,57.48,19.78,196.3495258166491,Unhealthy,13.71,11.52,false,false,12.56
London,UK,11,3,43.17,78.1,85.33,42.2,1.07,119.26,16.31,33.83,7.17,119.88592964824122,Poor,13.48,9.29,false,false,5.36
Istanbul,Turkey,12,14,106.41,187.66,57.12,16.53,5.45,143.47,7.45,87.32,5.72,64.75464646464647,Moderate,14.02,9.91,false,false,3.05
Bangkok,Thailand,2,3,72.04,123.08,71.87,30.93,8.18,96.14,18.16,47.1,9.84,131.75427135678393,Poor,14.32,11.74,false,false,6.69
Mumbai,India,3,5,53.99,46.15,48.62,12.81,1.6,100.94,16.82,94.05,8.64,40.7,Good,14.48,10.05,false,false,4.45
New York,USA,9,2,42.69,67.81,72.62,28.31,4.16,136.21,28.1,34.89,19.65,165.4418335089568,Unhealthy,14.04,10.18,false,false,14.57
Mexico City,Mexico,5,2,75.45,75.25,9.45,5.87,0.31,80.25,9.06,83.66,15.17,161.3008429926238,Unhealthy,14.2,11.91,false,false,8.26
Moscow,Russia,7,3,146.02,15.77,51.84,1.42,2.73,155.14,29.08,32.63,13.61,197.7384615384616,Unhealthy,17.72,10.1,false,false,10.26
Moscow,Russia,11,5,100.93,73.63,83.38,31.35,6.28,93.58,38.8,83.51,2.15,174.45700737618546,Unhealthy,12.32,9.66,false,true,1.17
Dubai,UAE,7,4,121.74,126.9,20.92,26.23,1.31,110.53,14.28,66.89,6.69,174.99399367755532,Unhealthy,18.18,9.68,false,false,4.01
Moscow,Russia,1,25,43.65,14.97,10.69,37.76,9.85,62.92,37.17,60.02,10.04,121.0678391959799,Poor,14.36,10.98,false,false,6.27
Seoul,South Korea,1,12,121.74,152.68,22.89,11.06,8.75,70.58,2.96,36.55,5.51,191.5527924130664,Unhealthy,11.62,10.14,false,false,4.04
Madrid,Spain,7,13,116.12,189.07,87.13,10.41,4.9,170.11,7.49,90.11,4.79,99.53474747474748,Moderate,13.26,10.9,false,false,2.52
Istanbul,Turkey,9,10,58.07,101.26,84.95,41.16,4.71,195.22,22.39,33.75,11.29,63.09227467811159,Moderate,15.25,11.16,false,false,8.44
Seoul,South Korea,8,13,110.65,21.64,80.78,26.49,8.12,192.25,21.67,67.25,14.05,179.47576396206534,Unhealthy,14.73,9.89,false,false,8.4
Berlin,Germany,7,28,129.85,35.35,87.99,36.27,6.4,108.17,33.46,19.46,3.93,165.54510010537408,Unhealthy,17.99,10.02,false,false,3.29
Mexico City,Mexico,2,4,89.58,149.87,64.78,21.45,3.09,19.51,1.45,79.2,5.19,172.63435194942045,Unhealthy,17.56,9.83,false,false,2.9
Los Angeles,USA,1,28,56.45,197.14,47.67,25.59,6.95,128.42,4.09,79.08,4.55,151.49051633298208,Unhealthy,15.53,11.57,false,false,2.54
Toronto,Canada,11,27,47.28,169.96,30.38,13.3,7.54,175.51,0.23,34.96,8.14,170.83234984193888,Unhealthy,11.82,9.76,false,false,6.03
Cairo,Egypt,5,10,135.56,137.6,9.48,37.0,6.51,160.98,39.48,14.56,16.75,192.33761854583773,Unhealthy,15.47,12.16,false,false,14.62
New York,USA,12,2,81.98,81.85,41.23,3.91,6.45,156.63,38.23,13.51,19.09,189.022760800843,Unhealthy,15.14,9.77,false,false,16.82
New York,USA,1,16,144.57,125.26,44.74,10.87,4.6,177.57,10.68,52.31,5.75,196.98977871443623,Unhealthy,15.57,10.15,false,false,3.78
Mumbai,India,6,19,58.29,40.44,58.86,14.05,1.03,187.94,19.68,61.06,15.65,55.09589743589744,Moderate,14.76,10.34,false,false,9.72
Istanbul,Turkey,4,16,70.79,77.2,47.19,47.44,8.76,171.46,31.39,50.91,7.32,183.60126448893573,Unhealthy,16.71,10.93,false,false,4.85
Moscow,Russia,6,2,138.28,143.48,44.27,27.76,9.31,162.23,25.14,96.08,13.28,193.74204425711275,Unhealthy,17.67,9.34,false,false,6.77
Cairo,Egypt,6,11,50.26,103.82,10.62,37.65,6.39,19.3,39.48,50.21,9.22,174.03877766069547,Unhealthy,14.84,9.89,false,false,6.14
Dubai,UAE,1,8,5.03,114.87,39.0,3.23,8.55,70.61,-1.85,27.21,0.95,91.5,Moderate,15.22,9.51,false,false,0.75
Johannesburg,South Africa,8,8,50.21,89.44,24.79,37.45,9.94,44.83,-9.18,86.06,4.91,137.22060301507537,Poor,14.39,10.06,false,false,2.64
Bangkok,Thailand,12,17,68.73,188.79,6.99,35.08,0.11,175.53,-7.87,41.74,8.04,157.83108535300315,Unhealthy,14.64,11.4,false,false,5.67
Los Angeles,USA,3,27,85.11,47.32,19.59,35.41,2.8,61.26,-5.36,54.21,1.92,102.18275862068964,Poor,12.11,10.1,false,false,1.25
Madrid,Spain,11,18,38.03,164.14,61.5,17.63,4.87,56.28,35.24,59.71,1.64,107.22964824120604,Poor,14.17,10.45,false,false,1.03
Mexico City,Mexico,4,17,106.7,142.63,73.85,32.65,0.25,122.55,33.31,65.28,18.36,177.43624868282404,Unhealthy,14.16,9.8,false,false,11.11
London,UK,1,5,83.76,75.73,35.51,43.43,0.83,162.59,28.71,51.31,4.23,165.59157007376186,Unhealthy,14.04,10.45,false,false,2.8
Sydney,Australia,8,11,84.47,131.61,58.28,43.88,9.2,182.66,-5.78,93.86,10.64,165.95816649104322,Unhealthy,15.83,10.33,true,false,5.49
Mumbai,India,2,6,107.11,110.8,88.25,10.09,9.89,155.32,39.64,51.04,3.22,160.83614330874605,Unhealthy,15.35,8.37,false,false,2.13
Madrid,Spain,6,7,23.96,41.89,95.1,25.33,6.4,86.07,25.15,88.66,11.2,162.13730242360378,Unhealthy,17.11,8.79,false,false,5.94
Seoul,South Korea,12,3,30.78,45.06,35.54,27.8,4.63,25.89,14.04,65.39,2.55,180.61169652265545,Unhealthy,15.45,10.79,false,false,1.54
Madrid,Spain,7,26,21.08,180.59,69.27,29.11,8.98,81.75,15.98,66.92,7.37,198.67302423603795,Unhealthy,13.26,10.9,false,false,4.42
Moscow,Russia,4,13,17.62,175.92,27.64,36.31,2.6,60.26,22.6,18.67,14.73,112.74522613065328,Poor,16.75,10.32,false,false,12.41
New York,USA,3,28,110.47,196.78,9.68,11.75,7.32,105.55,10.86,37.26,1.23,179.38282402528978,Unhealthy,14.13,11.42,false,false,0.9
Mumbai,India,7,3,92.76,13.85,53.36,27.31,2.64,74.83,-6.44,20.69,16.47,168.85479452054796,Unhealthy,13.77,11.16,false,false,13.65
