,Unnamed: 0,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,Air_Quality,HasRained,Is_Stagnant,Dispersion_Index,Air_Quality_Category
9475,9475,109.47,52.25,63.4,17.18,2.8,193.73,-3.13,12.35,0.59,178.86649104320338,False,False,0.53,Unhealthy
9476,9476,53.63,134.16,36.83,31.95,1.98,15.95,14.02,67.06,0.53,145.6417085427136,False,False,2.77,Poor
9477,9477,84.66,63.15,19.2,8.52,8.21,177.21,11.42,56.43,7.53,166.05626975763963,False,False,13.74,Unhealthy
9478,9478,33.35,112.23,7.2,1.41,5.03,26.3,2.16,83.01,5.26,95.68884120171674,False,False,2.03,Moderate
9479,9479,103.6,60.03,81.59,20.73,4.38,37.97,21.63,70.08,9.54,175.83561643835617,False,False,3.79,Unhealthy
9480,9480,62.85,108.93,43.74,3.51,6.49,94.35,-2.82,51.1,12.55,154.7950474183351,False,False,1.21,Unhealthy
9481,9481,54.29,119.47,81.95,19.61,7.25,43.87,16.76,74.48,14.15,147.26683417085428,False,False,8.11,Poor
9482,9482,33.29,94.84,42.61,29.94,2.12,147.69,13.02,58.92,2.0,95.56266094420602,False,False,2.46,Moderate
9483,9483,20.35,71.14,52.65,38.53,9.97,161.38,33.76,74.18,10.08,108.94137931034484,False,False,10.84,Poor
9484,9484,66.5,148.49,44.5,15.75,4.84,179.24,-6.43,31.64,2.85,156.67966280295047,False,False,3.54,Unhealthy
9485,9485,134.19,36.7,83.48,42.62,6.14,28.29,39.1,85.43,18.87,191.63024236037936,False,False,13.33,Unhealthy
9486,9486,7.67,111.62,11.82,15.63,8.81,110.59,24.04,94.86,17.6,94.1,False,False,9.93,Moderate
9487,9487,88.31,93.23,94.67,43.87,7.85,18.6,31.95,78.56,15.72,167.940885142255,False,False,2.39,Unhealthy
9488,9488,6.77,112.47,26.31,1.38,6.88,47.02,-3.75,38.64,5.34,79.44474747474747,False,False,3.85,Moderate
9489,9489,38.67,158.04,99.88,6.13,9.1,27.94,3.65,89.45,14.65,108.80552763819097,False,False,6.88,Poor
9490,9490,93.41,119.3,96.69,6.75,2.25,93.65,38.65,42.23,11.23,170.57418335089568,False,False,1.49,Unhealthy
9491,9491,138.73,109.6,74.06,16.79,5.62,35.18,1.93,88.73,17.44,193.97439409905164,False,False,16.59,Unhealthy
9492,9492,93.43,65.93,65.26,25.55,4.23,83.2,6.36,26.68,14.31,170.5845100105374,False,False,3.77,Unhealthy
9493,9493,65.76,48.24,59.15,20.58,5.8,35.33,38.25,40.8,7.44,156.29757639620652,False,False,13.56,Unhealthy
9494,9494,78.44,196.46,57.74,17.26,1.24,181.63,29.97,56.55,13.17,162.84467860906216,False,False,4.96,Unhealthy
9495,9495,15.04,121.05,90.22,21.53,0.85,145.43,-0.76,85.14,7.75,89.58217391304348,False,False,6.58,Moderate
9496,9496,39.27,125.92,26.6,26.29,2.05,166.69,12.65,84.04,11.96,110.28291457286431,False,False,7.66,Poor
9497,9497,83.09,108.38,65.1,42.12,8.37,108.93,11.15,54.11,3.27,165.24562697576397,False,False,3.71,Unhealthy
9498,9498,82.16,52.84,89.52,14.19,4.87,154.64,6.0,13.0,2.59,164.7654373024236,False,False,10.26,Unhealthy
9499,9499,66.7,154.72,28.2,42.5,4.62,64.68,27.28,36.31,16.89,156.78292939936776,False,False,11.4,Unhealthy
9500,9500,133.33,140.29,27.18,7.64,0.65,80.97,20.76,66.3,11.92,191.18619599578503,False,False,16.59,Unhealthy
9501,9501,28.79,96.74,12.76,35.72,6.02,163.33,11.9,83.21,7.54,86.09914163090129,False,False,2.4,Moderate
9502,9502,51.9,73.9,29.51,1.62,1.21,69.31,34.99,49.59,14.78,141.3819095477387,False,False,9.88,Poor
9503,9503,11.24,144.3,30.54,28.62,7.32,11.85,15.63,81.59,16.39,95.19898989898992,False,False,5.5,Moderate
9504,9504,52.81,41.71,17.66,32.99,6.01,145.14,34.7,77.95,10.72,143.62261306532665,False,False,15.2,Poor
9505,9505,8.68,191.35,12.56,39.51,2.37,62.94,9.35,30.02,7.66,118.99141414141414,False,False,10.52,Poor
9506,9506,79.29,137.99,73.54,19.86,7.21,116.12,12.32,51.18,2.62,163.2835616438356,False,False,2.56,Unhealthy
9507,9507,50.35,69.68,82.06,29.29,5.81,99.87,1.6,53.45,5.8,137.56532663316585,False,False,4.57,Poor
9508,9508,126.8,33.19,35.19,16.67,7.85,102.36,10.96,39.64,2.5,187.8145416227608,False,False,2.92,Unhealthy
9509,9509,80.09,13.11,19.76,4.89,6.57,92.28,8.25,92.09,17.9,163.69662802950475,False,False,4.0,Unhealthy
9510,9510,43.48,14.25,48.27,27.33,5.72,94.41,14.82,23.64,16.62,120.64924623115576,False,False,11.56,Poor
9511,9511,134.03,139.67,55.11,30.89,0.57,171.36,2.21,20.71,15.77,191.5476290832455,False,False,12.12,Unhealthy
9512,9512,75.44,39.67,62.65,39.07,4.56,166.01,34.23,52.41,7.1,161.29567966280294,False,False,4.66,Unhealthy
9513,9513,148.09,142.07,54.63,37.97,5.51,124.22,-9.6,34.91,13.83,198.8072708113804,False,False,8.94,Unhealthy
9514,9514,108.38,168.15,45.7,11.58,4.66,61.63,10.11,12.16,5.78,178.3036880927292,False,False,1.53,Unhealthy
9515,9515,139.89,189.72,90.69,30.07,2.86,45.56,22.29,35.62,0.62,194.57334035827185,False,False,11.08,Unhealthy
9516,9516,24.42,27.61,80.87,7.9,8.81,178.55,-6.79,76.42,17.46,94.1,False,False,9.9,Moderate
9517,9517,65.07,133.64,81.91,47.56,7.9,199.23,30.05,25.24,2.74,155.9413066385669,False,False,1.66,Unhealthy
9518,9518,68.83,190.95,45.31,7.21,4.36,88.56,38.27,76.36,10.73,157.8827186512118,False,False,7.02,Unhealthy
9519,9519,24.75,95.51,80.8,29.25,2.02,98.23,22.33,21.27,5.83,79.54782608695652,False,False,4.81,Moderate
9520,9520,34.1,51.22,9.9,33.23,7.55,95.97,-5.44,88.39,18.41,97.26609442060088,False,False,9.77,Moderate
9521,9521,36.31,38.64,41.09,1.61,8.19,82.89,10.11,29.83,1.62,102.99447236180904,False,False,1.25,Poor
9522,9522,18.33,75.96,39.22,22.43,2.3,38.0,-8.93,84.33,10.12,64.10171673819742,False,False,5.49,Moderate
9523,9523,7.6,196.59,9.5,20.82,0.54,166.83,-4.26,91.87,19.01,121.5849494949495,False,False,2.69,Poor
9524,9524,91.08,192.41,94.74,41.87,1.29,153.63,33.86,68.66,7.97,169.37112750263435,False,False,2.45,Unhealthy
9525,9525,49.27,91.83,46.2,9.22,2.12,147.05,12.14,56.44,12.38,134.9060301507538,False,False,7.91,Poor
9526,9526,55.18,113.55,86.96,9.4,4.51,143.62,27.98,68.75,17.03,149.45829145728644,False,False,14.85,Poor
9527,9527,38.95,173.77,53.28,18.02,1.46,68.06,19.05,48.94,4.4,110.29020202020205,False,False,9.01,Poor
9528,9528,40.15,174.06,92.26,24.88,2.71,84.77,38.15,72.3,11.59,112.4497487437186,False,False,3.8,Poor
9529,9529,24.67,16.38,54.06,23.47,3.87,169.69,-5.07,94.23,1.73,77.43476394849786,False,False,10.61,Moderate
9530,9530,26.08,30.88,67.18,18.63,9.81,144.81,7.54,54.1,8.41,106.23793103448276,False,False,5.29,Poor
9531,9531,90.48,114.36,8.17,40.58,0.79,197.67,22.49,18.05,0.67,169.06132771338252,False,False,11.64,Unhealthy
9532,9532,56.27,68.3,84.21,32.95,4.99,77.7,-9.69,98.09,8.5,151.39757639620657,False,False,12.24,Unhealthy
9533,9533,87.95,59.11,15.11,29.01,1.46,76.81,11.63,74.3,8.97,167.7550052687039,False,False,8.34,Unhealthy
9534,9534,64.04,77.03,75.48,8.87,8.77,183.94,3.35,95.45,8.94,155.40948366701792,False,False,4.57,Unhealthy
9535,9535,131.58,146.91,80.87,39.66,7.38,146.67,-8.01,85.98,15.62,190.28261327713383,False,False,8.4,Unhealthy
9536,9536,55.01,127.8,91.09,1.94,5.76,171.33,36.33,98.17,9.73,149.03969849246232,False,False,10.29,Poor
9537,9537,93.75,199.48,69.27,13.57,3.09,26.96,-3.88,29.47,7.68,170.74973656480506,False,False,1.4,Unhealthy
9538,9538,22.36,25.06,7.53,26.21,5.71,161.32,22.04,64.16,3.67,72.57682403433476,False,False,11.26,Moderate
9539,9539,57.28,34.96,54.64,16.49,0.58,95.9,-0.5,69.87,16.88,151.91907270811382,False,False,9.22,Unhealthy
9540,9540,66.21,44.49,32.72,17.86,6.15,18.43,38.44,89.97,8.91,156.5299262381454,False,False,6.82,Unhealthy
9541,9541,67.85,163.01,64.13,45.32,7.46,60.24,35.04,31.86,5.4,157.37671232876713,False,False,4.1,Unhealthy
9542,9542,56.21,65.19,9.19,40.8,6.67,90.46,17.7,70.16,11.66,151.36659641728136,False,False,9.67,Unhealthy
9543,9543,79.73,105.69,22.05,19.23,6.07,192.12,18.88,91.08,11.97,163.51074815595365,False,False,4.27,Unhealthy
9544,9544,6.85,162.72,85.05,34.23,8.01,30.54,-3.52,13.63,15.34,104.8210101010101,False,False,11.07,Poor
9545,9545,112.57,70.82,12.97,10.79,5.87,178.87,-6.69,46.8,15.79,180.46712328767123,False,False,5.69,Unhealthy
9546,9546,16.83,133.78,48.19,14.08,8.83,131.88,34.66,98.3,16.53,94.3,False,False,8.34,Moderate
9547,9547,75.5,157.4,79.92,49.2,7.99,77.18,20.77,57.35,3.14,161.32665964172813,False,False,12.98,Unhealthy
9548,9548,92.58,57.13,75.66,28.82,4.26,85.35,31.85,58.14,12.36,170.14562697576395,False,False,6.39,Unhealthy
9549,9549,140.78,55.2,44.49,7.57,8.94,72.04,24.24,56.29,10.91,195.0328767123288,False,False,4.82,Unhealthy
9550,9550,47.96,48.09,67.42,46.29,0.63,26.0,16.8,15.12,7.07,131.68040201005024,False,False,13.59,Poor
9551,9551,93.59,161.93,54.07,20.99,8.21,95.93,37.28,12.78,16.33,170.66712328767125,False,False,13.11,Unhealthy
9552,9552,50.38,13.42,6.25,3.78,2.84,101.8,38.23,38.31,9.23,137.6391959798995,False,False,3.84,Poor
9553,9553,68.16,13.59,40.51,23.97,3.78,182.98,-1.71,33.19,16.18,157.53677555321391,False,False,1.72,Unhealthy
9554,9554,52.15,27.14,15.44,14.08,3.35,131.73,-6.09,46.01,4.4,141.99748743718592,False,False,3.01,Poor
9555,9555,86.22,61.37,80.9,14.18,0.58,124.59,13.96,31.85,3.72,166.8617492096944,False,False,2.82,Unhealthy
9556,9556,78.98,168.22,17.9,43.32,1.58,61.57,20.71,93.6,13.26,163.12349841938882,False,False,3.95,Unhealthy
9557,9557,73.41,58.26,33.69,10.32,8.8,71.49,-0.95,20.98,1.42,160.24752370916755,False,False,1.17,Unhealthy
9558,9558,28.44,33.37,37.32,43.41,8.3,183.98,14.96,29.25,16.59,89.0,False,False,11.67,Moderate
9559,9559,5.87,77.64,52.75,31.57,1.06,73.65,21.83,36.45,1.26,62.20565656565657,False,False,0.92,Moderate
9560,9560,68.7,28.86,39.41,23.76,9.77,181.47,9.33,20.72,5.51,157.81559536354058,False,False,7.59,Unhealthy
9561,9561,53.94,14.03,77.22,1.45,9.9,169.11,4.98,58.29,7.73,146.40502512562813,False,False,8.51,Poor
9562,9562,14.86,170.3,74.63,36.53,3.03,47.22,20.95,22.77,1.84,108.57272727272728,False,False,1.5,Poor
9563,9563,104.31,154.18,67.09,7.65,9.01,95.58,17.97,75.1,12.07,176.20221285563753,False,False,0.9,Unhealthy
9564,9564,95.15,45.26,42.52,19.37,3.47,14.57,13.82,34.13,12.71,171.47260273972603,False,False,13.73,Unhealthy
9565,9565,28.17,171.93,39.83,5.79,9.54,188.66,18.35,76.02,5.05,109.37949494949495,False,False,12.48,Poor
9566,9566,45.14,37.19,36.57,21.77,3.34,192.67,39.97,15.48,9.27,124.73668341708544,False,False,5.75,Poor
9567,9567,117.42,151.17,70.01,18.59,6.44,197.7,17.21,88.68,7.16,182.9713382507903,False,False,9.91,Unhealthy
9568,9568,62.07,129.97,62.22,47.02,7.18,56.7,12.95,59.57,14.6,154.3923076923077,False,False,9.77,Unhealthy
9569,9569,17.86,13.06,33.4,49.91,8.61,91.92,38.66,37.14,11.42,92.1,False,False,4.74,Moderate
9570,9570,147.21,176.71,22.46,16.61,4.12,123.84,13.36,23.49,19.7,198.3528977871444,False,False,1.21,Unhealthy
9571,9571,122.66,107.47,28.43,17.25,4.88,83.14,-1.04,56.82,4.41,185.67692307692303,False,False,2.81,Unhealthy
9572,9572,69.25,124.81,67.3,39.18,1.94,93.17,8.45,73.32,7.02,158.0995785036881,False,False,4.05,Unhealthy
9573,9573,89.75,169.52,14.94,49.85,3.91,164.29,19.23,49.98,13.22,168.68440463645942,False,False,2.64,Unhealthy
9574,9574,21.46,106.19,31.6,23.71,8.46,94.74,34.3,21.07,19.57,90.6,False,False,16.16,Moderate
9575,9575,92.06,154.41,37.44,48.62,4.31,42.46,3.08,75.43,9.9,169.87713382507903,False,False,5.64,Unhealthy
9576,9576,105.4,54.53,11.3,27.06,7.47,174.83,-1.68,94.26,16.9,176.7650158061117,False,False,9.73,Unhealthy
9577,9577,27.38,144.76,73.37,8.17,2.72,179.89,18.57,21.58,6.95,95.42666666666666,False,False,5.72,Moderate
9578,9578,39.62,172.13,14.21,34.43,5.48,147.7,-5.76,78.7,15.12,111.14472361809044,False,False,8.46,Poor
9579,9579,85.65,103.2,93.41,33.43,5.95,190.17,16.84,82.18,13.15,166.56743940990518,False,False,12.67,Unhealthy
9580,9580,25.76,48.92,59.02,14.21,3.73,11.36,1.08,11.64,7.46,79.72703862660944,False,False,6.68,Moderate
9581,9581,49.1,121.85,77.36,24.24,3.26,27.33,6.81,92.91,8.99,134.48743718592965,False,False,3.6,Poor
9582,9582,47.34,146.81,29.16,31.98,3.28,195.46,30.91,63.67,13.67,130.1537688442211,False,False,5.43,Poor
9583,9583,143.81,70.74,8.7,34.67,2.74,187.36,3.03,20.88,18.42,196.59736564805056,False,False,6.37,Unhealthy
9584,9584,127.46,42.29,98.12,30.63,5.95,117.09,16.57,83.97,5.47,188.15532139093784,False,False,13.83,Unhealthy
9585,9585,98.2,34.68,84.96,12.45,3.26,82.47,-3.34,28.74,19.72,173.04741833508956,False,False,15.32,Unhealthy
9586,9586,35.36,140.96,37.76,12.36,9.28,122.49,11.43,66.92,13.71,99.91587982832618,False,False,8.74,Moderate
9587,9587,38.88,166.26,19.19,1.76,7.44,47.24,17.83,44.64,10.27,109.32261306532664,False,False,5.96,Poor
9588,9588,36.59,172.73,73.0,8.12,3.51,64.6,29.84,74.84,6.07,109.77545454545454,False,False,10.43,Poor
9589,9589,41.21,30.7,92.79,2.14,3.65,59.42,1.77,70.43,8.02,115.05979899497488,False,False,8.47,Poor
9590,9590,135.63,20.68,21.54,33.52,0.73,32.48,8.48,27.14,17.66,192.37376185458376,False,False,9.01,Unhealthy
9591,9591,64.83,79.76,98.2,43.42,7.97,39.58,6.73,83.99,9.98,155.81738672286616,False,False,9.38,Unhealthy
9592,9592,148.08,160.02,70.55,33.51,7.79,11.91,26.61,69.63,19.68,198.8021074815596,False,False,11.6,Unhealthy
9593,9593,115.62,149.93,71.95,28.31,3.75,50.12,29.63,89.62,6.85,182.0419388830348,False,False,6.29,Unhealthy
9594,9594,11.67,188.49,80.11,28.38,9.96,30.13,37.74,40.56,14.58,117.57585858585858,False,False,7.74,Poor
9595,9595,44.77,114.16,69.37,48.62,7.57,51.85,2.08,42.28,8.48,123.82562814070351,False,False,5.96,Poor
9596,9596,120.47,64.61,98.66,16.82,8.8,55.91,39.78,64.89,5.41,184.54615384615383,False,False,7.89,Unhealthy
9597,9597,143.29,11.94,30.37,5.63,4.6,25.8,20.95,43.21,1.04,196.32887249736564,False,False,0.73,Unhealthy
9598,9598,66.1,146.09,19.45,3.1,3.46,135.25,8.82,85.16,12.46,156.4731296101159,False,False,1.57,Unhealthy
9599,9599,123.83,186.89,96.5,38.26,4.3,79.16,10.18,76.45,5.97,186.2810326659641,False,False,3.38,Unhealthy
9600,9600,79.83,96.07,45.15,3.8,6.06,53.95,39.68,78.27,11.92,163.56238145416228,False,False,13.65,Unhealthy
9601,9601,80.94,29.24,67.43,43.82,9.92,128.03,20.51,72.31,11.88,164.13551106427818,False,False,8.77,Unhealthy
9602,9602,53.52,135.13,95.6,32.64,7.33,32.7,13.52,69.36,10.59,145.3708542713568,False,True,1.15,Poor
9603,9603,90.65,100.21,91.41,19.52,6.87,117.39,-8.53,78.49,1.46,169.1491043203372,False,False,3.44,Unhealthy
9604,9604,10.97,160.4,6.22,31.55,8.86,101.31,28.57,26.38,15.62,103.67272727272729,False,False,11.31,Poor
9605,9605,123.7,57.33,99.82,27.66,4.25,123.91,22.13,74.73,17.9,186.21390937829293,False,False,7.64,Unhealthy
9606,9606,29.9,191.03,17.69,9.37,8.94,143.54,38.58,60.31,6.18,118.83303030303033,False,False,7.95,Poor
9607,9607,138.8,26.28,11.27,46.86,7.2,38.78,-2.68,56.19,7.67,194.0105374077977,False,False,6.16,Unhealthy
9608,9608,100.29,77.47,69.51,27.12,4.93,160.08,33.88,15.11,11.8,174.12655426765016,False,False,6.26,Unhealthy
9609,9609,6.29,167.41,71.93,17.52,3.31,153.19,22.29,37.78,8.72,107.14232323232324,False,False,9.46,Poor
9610,9610,44.91,102.54,32.16,22.63,3.6,86.82,1.17,75.67,18.99,124.17035175879396,False,False,10.81,Poor
9611,9611,7.96,11.0,41.37,22.04,8.96,99.41,-5.04,41.01,11.7,95.6,False,False,4.33,Moderate
9612,9612,105.26,62.74,17.2,44.34,1.04,49.28,-4.52,82.35,11.78,176.6927291886196,False,False,7.11,Unhealthy
9613,9613,9.21,121.45,57.74,13.94,7.81,193.92,11.62,34.21,1.59,84.1,False,False,7.46,Moderate
9614,9614,143.34,53.74,20.84,46.79,4.38,24.04,-6.91,16.79,11.7,196.35468914647,False,False,1.27,Unhealthy
9615,9615,148.89,146.43,94.78,11.66,4.32,188.93,17.22,97.57,10.86,199.2203371970496,False,False,2.63,Unhealthy
9616,9616,77.18,27.0,77.12,11.77,8.34,53.71,22.96,88.21,3.15,162.19409905163332,False,False,0.37,Unhealthy
9617,9617,29.38,73.18,55.54,31.01,8.39,130.77,7.9,11.09,6.93,89.9,False,False,6.99,Moderate
9618,9618,121.42,154.8,22.18,27.67,6.02,182.1,19.01,71.26,15.09,185.036670179136,False,False,8.15,Unhealthy
9619,9619,39.91,77.97,67.92,9.74,7.27,83.9,7.17,18.88,15.84,111.85879396984924,False,False,6.44,Poor
9620,9620,31.61,56.81,42.81,26.56,2.92,92.57,18.98,60.94,10.22,92.0296137339056,False,False,11.35,Moderate
9621,9621,24.95,71.08,15.44,42.59,2.08,132.83,-8.58,97.54,13.36,78.02360515021459,False,False,5.82,Moderate
9622,9622,58.58,49.92,25.07,14.73,1.28,79.3,3.49,29.21,15.45,152.59030558482613,False,False,2.2,Unhealthy
9623,9623,68.45,40.16,73.26,1.1,1.4,107.19,-0.03,14.16,4.71,157.68651211801898,False,False,6.3,Unhealthy
9624,9624,105.19,147.08,30.54,7.63,7.64,18.83,11.48,63.61,6.69,176.65658587987355,False,False,9.41,Unhealthy
9625,9625,112.98,186.95,97.56,28.69,8.65,148.1,1.8,89.75,19.7,180.67881981032667,False,False,10.44,Unhealthy
9626,9626,41.19,94.75,62.6,3.51,9.03,83.45,33.05,94.21,14.23,115.01055276381908,False,False,1.72,Poor
9627,9627,37.74,75.27,45.87,30.04,6.38,89.9,21.78,24.49,16.8,106.51557788944724,False,False,0.73,Poor
9628,9628,16.38,46.56,38.02,32.87,7.18,109.38,18.8,14.03,5.13,77.8,False,False,7.33,Moderate
9629,9629,12.94,73.67,71.94,22.72,3.49,113.36,24.13,25.57,1.6,70.11,False,False,1.27,Moderate
9630,9630,78.02,13.84,41.82,48.82,0.96,78.05,10.53,97.11,19.99,162.62781875658587,False,False,3.09,Unhealthy
9631,9631,29.07,192.29,18.1,47.54,6.83,14.39,14.34,85.87,2.85,119.45666666666666,False,False,6.3,Poor
9632,9632,142.81,68.03,65.42,11.45,0.54,143.41,10.87,51.59,13.29,196.0810326659642,False,False,8.77,Unhealthy
9633,9633,140.2,131.17,8.95,40.5,5.25,22.31,5.94,44.05,1.26,194.73340358271864,False,False,0.87,Unhealthy
9634,9634,97.33,160.41,17.3,12.52,7.04,16.73,-2.16,36.28,17.8,172.5982086406744,False,False,3.72,Unhealthy
9635,9635,121.03,184.66,57.35,33.84,3.93,188.51,15.68,75.59,9.66,184.83530031612224,False,False,2.74,Unhealthy
9636,9636,9.64,90.88,39.53,34.03,5.5,199.09,21.23,82.38,1.3,68.75878787878787,False,False,11.26,Moderate
9637,9637,68.64,122.38,65.72,29.51,8.46,72.22,24.78,50.47,9.79,157.7846153846154,False,False,6.51,Unhealthy
9638,9638,26.66,165.85,14.54,42.69,9.8,178.71,2.87,83.85,1.18,106.37020202020202,False,False,3.42,Poor
9639,9639,8.51,64.72,28.09,40.89,6.03,54.93,26.11,91.35,18.96,66.3,False,False,13.59,Moderate
9640,9640,133.1,167.88,75.97,37.83,9.6,188.78,3.54,40.91,2.32,191.06743940990515,False,True,1.77,Unhealthy
9641,9641,26.61,28.87,16.19,46.58,8.06,136.67,0.48,84.2,10.14,86.60000000000001,False,False,6.81,Moderate
9642,9642,23.95,187.71,51.56,24.78,4.81,79.71,4.91,19.49,14.02,117.189797979798,False,False,11.73,Poor
9643,9643,104.42,64.7,85.18,20.99,8.48,118.75,-1.02,62.2,8.91,176.25900948366703,False,False,5.45,Unhealthy
9644,9644,122.57,120.12,6.85,46.51,1.81,193.99,16.63,79.58,14.16,185.6304531085353,False,False,7.89,Unhealthy
9645,9645,6.39,144.39,82.92,5.84,1.18,164.58,26.89,23.94,13.43,95.24353535353536,False,False,3.28,Moderate
9646,9646,64.0,152.72,98.0,39.75,8.63,85.06,39.48,53.77,10.39,155.38883034773446,False,False,6.39,Unhealthy
9647,9647,103.43,119.17,30.85,25.38,4.81,149.34,19.34,96.76,6.16,175.74783983140148,False,False,2.37,Unhealthy
9648,9648,57.43,25.26,34.68,28.72,9.23,187.47,16.95,49.73,12.25,151.99652265542676,False,False,3.86,Unhealthy
9649,9649,14.76,43.25,90.34,13.18,5.93,92.82,0.3,95.75,12.03,89.71000000000001,False,False,8.31,Moderate
9650,9650,120.95,85.26,16.6,3.76,2.81,198.52,35.74,71.72,0.56,184.7939936775553,False,True,0.33,Unhealthy
9651,9651,143.31,172.3,55.85,49.03,2.94,109.48,-5.93,68.34,15.35,196.33919915700736,False,False,10.52,Unhealthy
9652,9652,99.54,132.13,48.01,36.05,5.44,80.44,0.99,10.95,11.16,173.73930453108537,False,False,0.76,Unhealthy
9653,9653,18.45,111.33,36.23,17.15,8.24,48.51,34.68,50.15,5.75,88.4,False,False,3.83,Moderate
9654,9654,102.17,121.1,59.49,35.95,0.95,32.55,20.19,43.94,3.6,175.0972602739726,False,False,2.5,Unhealthy
9655,9655,88.3,78.11,35.04,31.41,2.81,81.82,16.44,22.45,10.88,167.93572181243414,False,False,8.89,Unhealthy
9656,9656,60.69,26.69,66.14,24.57,7.0,57.77,-8.4,49.1,13.89,153.67976817702845,False,False,8.37,Unhealthy
9657,9657,63.69,190.24,59.81,35.18,4.06,88.14,39.66,80.87,19.87,155.22876712328767,False,False,0.93,Unhealthy
9658,9658,22.05,28.71,43.12,45.73,8.8,55.72,10.74,90.35,9.24,94.0,False,False,1.58,Moderate
9659,9659,66.67,166.82,8.9,15.56,3.02,20.11,-8.84,99.56,10.53,156.76743940990517,False,False,5.97,Unhealthy
9660,9660,26.59,106.06,56.05,36.9,7.36,31.64,35.14,18.84,0.52,81.4725321888412,False,False,0.44,Moderate
9661,9661,30.3,53.77,9.3,41.79,4.26,123.88,24.72,15.39,10.1,89.274678111588,False,False,10.28,Moderate
9662,9662,66.78,164.26,88.24,37.28,5.31,59.26,18.39,11.31,9.43,156.82423603793467,False,False,10.29,Unhealthy
9663,9663,5.75,36.03,41.43,34.69,1.39,50.14,31.11,92.21,1.22,49.55714285714286,False,False,5.88,Good
9664,9664,96.21,156.02,9.4,39.48,3.41,32.09,1.86,83.92,11.35,172.0199157007376,False,False,9.34,Unhealthy
9665,9665,25.03,144.11,6.43,26.13,9.07,190.76,7.62,97.05,4.25,96.7,False,False,2.16,Moderate
9666,9666,136.72,98.4,89.64,38.94,5.25,155.43,16.0,79.86,7.96,192.936564805058,False,False,3.17,Unhealthy
9667,9667,68.81,21.2,56.97,21.35,2.45,108.78,33.22,64.35,0.93,157.87239199157008,False,False,0.57,Unhealthy
9668,9668,64.57,94.19,49.29,7.57,4.47,191.28,18.09,88.33,17.84,155.68314014752372,False,False,7.75,Unhealthy
9669,9669,87.81,10.42,55.72,43.98,3.24,35.99,-4.04,77.73,6.78,167.6827186512118,False,False,2.81,Unhealthy
9670,9670,116.76,110.93,92.26,44.13,9.89,140.62,28.66,97.63,14.64,182.63055848261328,False,False,7.41,Unhealthy
9671,9671,90.02,120.98,28.12,32.38,9.74,126.53,-7.8,14.61,5.7,168.82381454162277,False,False,2.51,Unhealthy
9672,9672,54.73,184.49,90.14,44.54,1.41,131.55,18.77,74.75,8.97,148.3502512562814,False,False,5.49,Poor
9673,9673,11.66,11.15,56.83,27.02,7.19,104.78,14.51,73.2,13.66,77.9,False,False,7.89,Moderate
9674,9674,149.96,39.04,82.55,20.67,8.95,157.04,-8.11,87.88,1.53,199.772813487882,False,False,0.81,Unhealthy
9675,9675,46.18,115.97,7.16,41.11,4.39,54.55,19.12,58.59,18.79,127.29748743718594,False,False,11.85,Poor
9676,9676,80.06,127.36,39.21,26.63,1.21,102.56,-5.93,98.63,19.22,163.68113804004216,False,False,13.0,Unhealthy
9677,9677,56.6,21.73,39.94,37.37,8.53,103.96,8.45,71.04,4.84,151.56796628029505,False,False,2.83,Unhealthy
9678,9678,57.6,66.5,82.58,16.89,5.48,35.62,27.8,93.72,17.21,152.08429926238145,False,False,8.66,Unhealthy
9679,9679,11.13,128.03,24.62,37.6,4.93,147.9,11.63,80.22,3.21,87.14616161616162,False,False,3.5,Moderate
9680,9680,145.88,91.87,46.8,48.61,2.08,116.23,26.56,99.0,15.47,197.66617492096944,False,False,1.66,Unhealthy
9681,9681,118.13,62.67,28.09,27.13,3.29,132.99,33.45,68.14,11.85,183.33793466807165,False,False,6.15,Unhealthy
9682,9682,93.45,39.79,45.77,18.55,2.05,92.78,27.72,17.32,4.61,170.59483667017915,False,False,4.71,Unhealthy
9683,9683,16.78,140.31,80.37,21.15,1.03,160.35,10.1,29.55,14.2,93.2241414141414,False,False,10.04,Moderate
9684,9684,137.78,101.22,97.86,9.46,4.16,183.93,-1.72,57.15,6.9,193.48387776606955,False,False,8.76,Unhealthy
9685,9685,21.29,92.41,44.43,30.41,2.69,180.06,4.4,12.46,4.28,70.32660944206009,False,False,7.51,Moderate
9686,9686,60.4,69.98,94.21,17.76,7.2,187.93,2.6,87.29,4.92,153.53003161222338,False,False,2.63,Unhealthy
9687,9687,60.83,63.42,25.45,41.71,7.83,64.89,37.8,38.81,17.5,153.75205479452055,False,False,12.61,Unhealthy
9688,9688,17.33,52.73,11.35,41.88,5.17,52.96,12.63,82.65,3.3,61.99871244635193,False,False,11.73,Moderate
9689,9689,120.26,74.79,33.45,26.7,9.19,193.49,-4.43,10.59,7.11,184.4377239199157,False,False,6.43,Unhealthy
9690,9690,109.42,146.12,16.95,48.69,1.45,144.87,17.86,27.8,14.94,178.84067439409904,False,False,12.17,Unhealthy
9691,9691,120.74,100.05,5.32,15.78,3.54,36.23,-0.73,26.38,5.87,184.6855637513172,False,False,16.0,Unhealthy
