,City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,Air_Quality,Air_Quality_Category
5582,Bangkok,Thailand,2023-12-23,6.86,63.07,51.53,15.84,8.54,189.74,0.39,40.29,15.14,91.39999999999999,Moderate
5583,Johannesburg,South Africa,2023-05-04,38.95,143.09,69.01,45.74,4.89,80.94,18.87,18.16,13.06,109.49497487437186,Poor
5584,Madrid,Spain,2023-03-07,44.98,18.57,48.85,22.45,4.52,198.15,23.88,51.04,11.05,124.34271356783918,Poor
5585,Mumbai,India,2023-12-10,95.17,196.2,39.03,19.55,9.34,190.14,16.79,11.05,13.13,171.48292939936775,Unhealthy
5586,Sydney,Australia,2023-09-16,35.55,12.91,46.67,14.47,0.32,158.24,7.86,28.91,12.59,101.12311557788944,Poor
5587,Moscow,Russia,2023-12-06,54.51,199.22,7.28,28.14,6.87,173.46,23.04,90.59,6.3,147.80854271356785,Poor
5588,Seoul,South Korea,2023-04-17,146.17,79.16,89.23,25.65,4.76,64.25,24.58,66.52,15.59,197.8159114857745,Unhealthy
5589,Moscow,Russia,2023-03-10,99.79,126.38,25.84,35.49,6.63,128.67,19.53,33.1,15.67,173.86838777660697,Unhealthy
5590,Bangkok,Thailand,2023-06-06,31.08,56.13,55.68,37.15,2.58,119.87,27.51,62.5,5.69,90.91502145922746,Moderate
5591,Johannesburg,South Africa,2023-01-24,75.82,33.56,73.43,36.35,5.55,95.27,27.13,20.55,11.8,161.4918861959958,Unhealthy
5592,Sydney,Australia,2023-10-28,108.97,116.63,26.76,24.61,4.68,86.69,21.85,80.63,5.19,178.60832455216018,Unhealthy
5593,Toronto,Canada,2023-06-01,111.9,117.86,60.31,10.03,2.13,29.92,35.09,16.04,19.73,180.12118018967334,Unhealthy
5594,Tokyo,Japan,2023-07-08,140.72,37.79,55.67,23.33,9.48,76.55,9.28,18.15,16.38,195.00189673340358,Unhealthy
5595,Istanbul,Turkey,2023-10-13,19.98,35.3,61.4,30.61,9.64,185.66,34.59,97.16,7.47,103.36551724137932,Poor
5596,Beijing,China,2023-12-10,101.52,43.88,23.47,37.77,1.35,60.84,18.6,99.74,3.67,174.76164383561644,Unhealthy
5597,Paris,France,2023-01-24,9.78,39.89,18.36,44.61,7.02,157.43,30.3,65.04,10.68,76.19999999999999,Moderate
5598,Sydney,Australia,2023-10-03,28.52,93.64,77.89,18.03,9.7,41.57,32.33,89.27,8.81,104.37931034482757,Poor
5599,Beijing,China,2023-05-06,43.9,113.85,21.76,16.64,4.54,155.58,28.61,44.31,9.2,121.68341708542714,Poor
5600,New York,USA,2023-02-02,103.69,144.15,10.03,17.28,6.0,198.98,8.79,51.2,13.45,175.88208640674395,Unhealthy
5601,Toronto,Canada,2023-07-26,99.66,170.88,84.52,19.28,6.93,168.18,24.57,58.94,9.83,173.80126448893571,Unhealthy
5602,Bangkok,Thailand,2023-05-10,12.46,34.64,76.96,24.85,8.03,139.04,23.72,38.06,2.51,86.3,Moderate
5603,Mexico City,Mexico,2023-03-11,106.53,27.72,56.18,26.21,2.85,190.87,30.99,27.67,7.99,177.34847207586932,Unhealthy
5604,Mexico City,Mexico,2023-12-17,21.08,41.21,77.04,39.37,6.82,62.34,-9.13,83.5,19.03,75.54260869565218,Moderate
5605,Paris,France,2023-02-27,135.77,83.68,42.59,29.97,8.42,10.5,30.88,84.18,3.98,192.4460484720759,Unhealthy
5606,Berlin,Germany,2023-07-10,64.39,10.57,77.87,14.22,5.64,102.96,17.84,92.19,16.85,155.59020021074815,Unhealthy
5607,Mexico City,Mexico,2023-03-04,69.21,66.12,40.72,7.78,6.55,126.51,17.6,55.39,8.86,158.07892518440462,Unhealthy
5608,Beijing,China,2023-06-16,30.24,170.02,61.39,20.0,7.5,129.39,-7.11,39.82,14.44,108.43414141414142,Poor
5609,New York,USA,2023-07-21,85.66,188.2,73.91,2.3,2.75,112.95,-9.8,34.28,13.79,166.57260273972602,Unhealthy
5610,Johannesburg,South Africa,2023-05-18,88.57,86.26,47.66,21.53,1.8,142.11,33.5,57.36,18.44,168.07513171759746,Unhealthy
5611,London,UK,2023-04-07,59.28,171.12,51.82,21.57,9.38,15.38,-8.11,63.81,4.0,152.9517386722866,Unhealthy
5612,Madrid,Spain,2023-07-12,40.96,187.07,71.24,7.37,8.36,39.35,11.37,31.83,12.11,116.8730303030303,Poor
5613,Los Angeles,USA,2023-02-09,130.95,111.28,7.07,22.37,6.54,96.58,7.4,96.73,2.68,189.95732349841938,Unhealthy
5614,Paris,France,2023-12-05,119.18,73.44,87.62,15.62,2.4,18.52,26.53,88.8,18.88,183.8800842992624,Unhealthy
5615,Johannesburg,South Africa,2023-08-06,15.36,19.88,22.91,38.27,5.88,30.73,26.65,55.93,12.51,64.8,Moderate
5616,Bangkok,Thailand,2023-04-23,38.48,160.66,79.13,34.97,1.69,198.82,1.66,62.6,4.51,108.33768844221105,Poor
5617,London,UK,2023-08-25,24.18,126.92,41.98,16.91,1.94,151.92,38.81,53.13,10.83,86.59676767676768,Moderate
5618,Seoul,South Korea,2023-01-25,120.8,97.49,46.9,2.91,1.97,184.36,39.53,81.0,11.58,184.71654373024236,Unhealthy
5619,Istanbul,Turkey,2023-05-09,5.91,89.92,67.65,28.84,1.7,78.37,6.99,92.87,12.42,68.28363636363636,Moderate
5620,Moscow,Russia,2023-03-13,127.85,46.21,49.64,48.29,6.88,89.09,36.65,30.52,5.63,188.3566912539515,Unhealthy
5621,Tokyo,Japan,2023-06-24,28.35,33.95,84.69,47.08,2.29,78.45,34.07,52.73,6.33,85.17381974248927,Moderate
5622,Bangkok,Thailand,2023-02-03,47.99,76.14,14.57,6.9,3.55,102.13,18.16,47.1,9.84,131.75427135678393,Poor
5623,Madrid,Spain,2023-08-25,118.41,182.45,58.24,22.39,7.68,125.01,14.24,14.72,12.11,183.48250790305585,Unhealthy
5624,Johannesburg,South Africa,2023-03-17,134.83,16.94,74.36,22.67,9.02,124.84,36.63,42.72,3.87,191.96069546891465,Unhealthy
5625,Paris,France,2023-08-27,141.11,72.2,39.59,1.21,3.59,19.75,-4.92,24.51,6.73,195.20326659641728,Unhealthy
5626,Seoul,South Korea,2023-02-16,130.52,183.84,54.26,40.7,9.82,81.74,17.56,58.31,6.98,189.73530031612225,Unhealthy
5627,Berlin,Germany,2023-05-10,18.79,174.82,45.86,44.17,3.36,16.14,36.9,55.79,7.47,110.80989898989898,Poor
5628,Madrid,Spain,2023-04-06,130.58,41.41,77.79,13.36,0.49,149.99,-2.73,42.01,18.65,189.7662802950474,Unhealthy
5629,Paris,France,2023-01-01,81.82,12.01,55.04,27.4,3.02,66.3,4.92,27.05,14.99,164.58988408851422,Unhealthy
5630,Toronto,Canada,2023-04-28,118.26,49.56,31.15,36.66,2.75,83.39,32.14,90.92,4.3,183.4050579557429,Unhealthy
5631,Tokyo,Japan,2023-10-23,72.07,155.49,72.12,45.88,3.56,128.75,39.98,55.6,18.82,159.55563751317175,Unhealthy
5632,Dubai,UAE,2023-07-13,109.04,55.96,44.63,36.28,9.42,105.46,37.12,49.49,10.89,178.64446786090622,Unhealthy
5633,Los Angeles,USA,2023-11-02,103.93,23.85,25.12,35.77,5.8,92.4,6.31,32.83,2.03,176.00600632244468,Unhealthy
5634,Cairo,Egypt,2023-04-06,23.23,190.67,25.75,23.05,8.72,186.74,21.98,10.52,0.76,118.65484848484849,Poor
5635,Dubai,UAE,2023-03-09,117.86,121.6,74.88,29.02,1.07,184.52,37.13,69.87,18.49,183.19852476290833,Unhealthy
5636,Mumbai,India,2023-06-06,130.24,55.01,74.75,37.6,6.73,81.99,7.6,12.54,16.15,189.59072708113806,Unhealthy
5637,Istanbul,Turkey,2023-12-17,30.01,192.75,49.92,25.78,7.05,187.6,-1.03,82.29,15.66,119.68434343434343,Poor
5638,Bangkok,Thailand,2023-04-18,55.54,26.71,91.74,12.48,9.44,105.17,16.96,77.73,14.72,151.02065331928347,Unhealthy
5639,Madrid,Spain,2023-11-10,30.9,152.77,49.64,28.07,3.7,115.83,22.4,37.19,16.1,99.39121212121213,Moderate
5640,Mumbai,India,2023-04-16,119.84,47.4,81.42,28.79,9.67,97.82,4.02,33.8,11.77,184.2208640674394,Unhealthy
5641,Bangkok,Thailand,2023-04-09,40.18,119.99,55.01,13.37,2.81,34.31,5.13,46.75,4.89,112.52361809045226,Poor
5642,Seoul,South Korea,2023-06-08,76.03,18.88,40.89,28.25,5.61,56.56,10.95,83.9,4.36,161.60031612223392,Unhealthy
5643,Seoul,South Korea,2023-06-21,38.94,191.72,35.08,8.62,6.03,39.32,16.34,56.39,7.67,119.17454545454545,Poor
5644,Dubai,UAE,2023-05-11,61.06,17.28,34.3,9.71,6.78,151.14,20.76,97.09,16.43,153.87081138040043,Unhealthy
5645,London,UK,2023-03-09,145.1,173.41,34.35,11.73,8.66,190.86,30.24,93.06,1.25,197.26343519494205,Unhealthy
5646,Rio de Janeiro,Brazil,2023-10-10,92.4,122.42,63.22,11.04,1.27,10.05,26.17,80.41,19.17,170.0526870389884,Unhealthy
5647,Dubai,UAE,2023-03-10,79.86,81.44,55.46,24.69,8.68,57.74,12.95,12.52,4.82,163.57787144362487,Unhealthy
5648,London,UK,2023-03-12,62.2,134.72,26.22,7.23,4.15,181.94,38.91,73.57,2.96,154.45943097997892,Unhealthy
5649,Paris,France,2023-06-14,81.56,120.77,92.22,29.46,3.28,126.96,29.61,24.81,1.6,164.45563751317175,Unhealthy
5650,London,UK,2023-08-24,109.7,151.15,99.34,35.05,5.4,160.6,14.43,18.14,7.71,178.98524762908323,Unhealthy
5651,Berlin,Germany,2023-02-21,48.87,111.14,71.97,47.54,4.69,23.53,-3.36,84.27,13.79,133.9211055276382,Poor
5652,Istanbul,Turkey,2023-01-08,36.24,79.46,56.31,8.28,9.61,199.43,16.49,22.98,18.92,102.85862068965517,Poor
5653,Mumbai,India,2023-05-27,144.38,109.65,22.46,24.16,9.69,55.86,-9.35,35.62,11.58,196.89167544783982,Unhealthy
5654,Toronto,Canada,2023-07-19,54.72,118.69,98.81,16.18,2.59,154.87,13.34,50.42,12.66,148.32562814070351,Poor
5655,Beijing,China,2023-03-16,44.23,140.25,31.07,23.83,6.2,181.75,7.28,46.71,6.16,122.49597989949748,Poor
5656,Moscow,Russia,2023-05-09,114.93,70.98,30.06,19.39,8.05,121.78,1.73,51.98,8.82,181.68566912539515,Unhealthy
5657,Seoul,South Korea,2023-08-16,149.28,198.62,83.16,41.96,1.5,175.51,36.32,21.67,19.8,199.42170706006323,Unhealthy
5658,Sydney,Australia,2023-06-15,5.39,41.23,29.71,10.62,5.99,183.48,29.33,28.39,16.39,65.9,Moderate
5659,Cairo,Egypt,2023-10-04,77.5,121.77,95.56,43.51,8.95,21.56,39.41,86.55,14.44,162.35932560590095,Unhealthy
5660,Moscow,Russia,2023-12-24,99.15,185.11,10.34,28.18,2.82,165.42,25.06,83.98,2.2,173.53793466807167,Unhealthy
5661,Istanbul,Turkey,2023-08-02,77.63,187.55,28.57,41.3,2.99,41.91,28.22,50.07,13.65,162.42644889357217,Unhealthy
5662,Los Angeles,USA,2023-07-02,76.27,22.99,50.84,10.42,6.88,159.59,-1.8,23.0,2.14,161.72423603793467,Unhealthy
5663,Beijing,China,2023-11-26,18.56,118.68,35.05,21.78,1.45,122.05,15.59,16.84,16.3,82.51838383838384,Moderate
5664,Bangkok,Thailand,2023-09-26,104.91,167.15,12.07,27.35,2.06,129.13,33.89,38.78,19.68,176.51201264488935,Unhealthy
5665,Rio de Janeiro,Brazil,2023-07-28,80.44,129.6,95.76,46.15,3.69,106.67,20.5,48.22,1.14,163.87734457323498,Unhealthy
5666,Johannesburg,South Africa,2023-04-14,75.68,133.03,18.62,31.62,4.17,15.01,-3.05,55.94,16.43,161.4195995785037,Unhealthy
5667,Johannesburg,South Africa,2023-02-05,97.85,78.67,83.71,27.59,4.28,35.21,-0.95,33.61,14.58,172.86670179135933,Unhealthy
5668,Dubai,UAE,2023-12-19,117.62,149.02,65.99,12.54,3.05,183.24,3.03,93.56,7.36,183.07460484720758,Unhealthy
5669,Toronto,Canada,2023-06-05,18.2,127.08,36.98,37.58,9.29,52.23,24.14,99.42,17.07,98.89999999999999,Moderate
5670,Beijing,China,2023-02-11,143.67,42.07,56.74,37.9,5.86,89.17,16.88,31.54,9.05,196.5250790305585,Unhealthy
5671,Los Angeles,USA,2023-12-26,97.22,77.01,75.03,47.08,6.57,183.25,-8.49,53.41,2.25,172.54141201264488,Unhealthy
5672,London,UK,2023-05-06,127.42,23.37,9.18,4.11,3.36,76.27,-6.91,30.81,13.52,188.13466807165437,Unhealthy
5673,Johannesburg,South Africa,2023-03-21,128.47,95.7,21.71,42.38,3.69,18.2,25.61,92.56,1.54,188.67681770284509,Unhealthy
5674,Toronto,Canada,2023-12-22,101.89,113.23,99.33,47.51,6.96,178.43,38.14,65.86,10.39,174.95268703898842,Unhealthy
5675,Rio de Janeiro,Brazil,2023-11-17,30.57,43.92,68.22,48.28,5.6,170.97,7.78,51.18,16.69,89.84248927038627,Moderate
5676,London,UK,2023-01-17,72.12,80.04,9.05,3.02,0.18,83.33,4.34,49.98,7.87,159.5814541622761,Unhealthy
5677,Beijing,China,2023-07-20,12.57,125.42,57.63,21.65,8.41,15.93,-2.21,22.7,1.56,90.1,Moderate
5678,Moscow,Russia,2023-01-04,116.64,125.82,90.61,14.97,8.72,147.96,37.02,62.61,16.54,182.5685985247629,Unhealthy
5679,Johannesburg,South Africa,2023-01-17,17.72,40.59,16.24,28.26,6.22,99.36,35.55,46.28,7.79,68.19999999999999,Moderate
5680,Moscow,Russia,2023-08-14,8.68,82.12,74.39,20.71,1.34,172.07,35.84,53.87,2.81,72.71978260869565,Moderate
5681,London,UK,2023-05-03,62.22,60.88,31.6,36.27,6.72,79.72,20.82,71.85,16.76,154.46975763962064,Unhealthy
5682,Cairo,Egypt,2023-10-22,11.19,135.95,13.9,40.76,0.95,15.49,18.82,61.29,18.67,91.06616161616162,Moderate
5683,Johannesburg,South Africa,2023-10-09,130.82,144.99,97.52,27.85,6.88,76.73,19.62,28.24,10.44,189.89020021074816,Unhealthy
5684,Toronto,Canada,2023-04-15,132.01,109.57,27.08,36.11,3.6,68.11,-0.87,42.63,12.14,190.50463645943097,Unhealthy
5685,Rio de Janeiro,Brazil,2023-11-02,78.64,36.5,38.24,3.78,7.26,132.26,24.66,17.45,1.29,162.94794520547944,Unhealthy
5686,New York,USA,2023-07-16,60.41,150.23,34.38,22.85,3.37,122.7,30.44,65.01,19.98,153.53519494204426,Unhealthy
5687,Seoul,South Korea,2023-02-20,70.16,90.41,56.96,1.05,2.91,11.75,-5.35,16.93,4.16,158.56944151738674,Unhealthy
5688,Toronto,Canada,2023-02-21,50.05,53.45,35.0,16.48,2.02,134.07,11.97,80.18,5.12,136.82663316582915,Poor
5689,Los Angeles,USA,2023-12-20,122.13,81.32,75.38,45.17,8.42,91.51,17.89,58.39,13.68,185.40326659641727,Unhealthy
5690,Moscow,Russia,2023-06-04,116.22,89.66,66.94,21.83,3.23,34.97,9.24,52.73,10.4,182.35173867228661,Unhealthy
5691,Los Angeles,USA,2023-08-12,102.66,195.14,94.29,24.05,6.75,39.27,0.22,47.04,5.43,175.35026343519493,Unhealthy
5692,Beijing,China,2023-05-17,128.81,17.59,78.28,32.4,3.77,145.0,20.4,22.39,15.63,188.85237091675447,Unhealthy
5693,Beijing,China,2023-06-14,73.58,125.79,12.13,20.39,7.16,84.54,36.91,88.48,17.87,160.33530031612224,Unhealthy
5694,New York,USA,2023-08-04,5.37,62.27,52.73,8.93,7.54,14.17,34.33,37.97,10.22,81.4,Moderate
5695,Rio de Janeiro,Brazil,2023-09-09,75.82,80.68,67.79,9.35,6.93,127.07,4.78,57.0,17.2,161.4918861959958,Unhealthy
5696,Sydney,Australia,2023-05-13,7.07,46.65,74.06,36.93,9.49,195.29,-2.76,69.69,5.66,72.36826086956522,Moderate
5697,Istanbul,Turkey,2023-11-22,136.8,118.38,52.25,20.72,5.06,96.09,-0.25,66.33,10.97,192.97787144362488,Unhealthy
5698,Istanbul,Turkey,2023-03-04,75.77,67.79,40.9,39.42,8.93,109.67,3.79,53.42,7.34,161.46606954689148,Unhealthy
5699,Los Angeles,USA,2023-11-20,21.46,179.13,20.79,24.86,9.63,53.43,25.31,25.45,12.12,112.94313131313132,Poor
5700,Rio de Janeiro,Brazil,2023-12-24,127.77,24.38,10.53,6.15,5.37,31.68,6.23,30.72,0.71,188.31538461538463,Unhealthy
5701,Paris,France,2023-07-08,7.77,52.61,11.86,20.96,9.1,50.1,-0.6,44.51,11.99,97.0,Moderate
5702,Beijing,China,2023-03-08,145.29,77.24,35.86,15.97,1.38,22.04,18.29,17.55,11.23,197.36153846153846,Unhealthy
5703,London,UK,2023-11-22,122.6,133.28,40.84,19.77,6.12,132.37,-1.36,96.43,2.16,185.6459430979979,Unhealthy
5704,Moscow,Russia,2023-08-12,17.93,135.9,12.35,9.73,3.54,114.27,-3.29,98.51,14.69,91.04141414141415,Moderate
5705,Bangkok,Thailand,2023-06-27,91.22,16.53,45.47,1.98,3.33,180.42,30.28,31.38,2.45,169.44341412012645,Unhealthy
5706,Paris,France,2023-03-05,137.94,82.23,68.23,19.54,7.04,177.24,6.69,97.55,2.56,193.56649104320337,Unhealthy
5707,Seoul,South Korea,2023-12-11,113.91,181.53,57.24,34.94,0.49,122.47,-1.51,20.2,12.58,181.159009483667,Unhealthy
5708,Mexico City,Mexico,2023-08-19,70.14,88.69,89.44,4.58,3.37,193.68,-1.91,19.17,6.46,158.559114857745,Unhealthy
5709,Sydney,Australia,2023-04-26,57.57,147.22,96.1,41.87,8.37,39.35,10.01,90.02,19.0,152.06880927291886,Unhealthy
5710,Madrid,Spain,2023-02-15,62.76,51.35,77.39,33.34,8.5,79.12,11.02,10.09,19.24,154.7485774499473,Unhealthy
5711,Johannesburg,South Africa,2023-03-08,53.3,58.33,97.81,32.98,3.52,170.02,8.88,36.09,6.37,144.8291457286432,Poor
5712,London,UK,2023-09-12,58.51,121.2,80.18,36.23,9.98,127.83,21.56,32.86,8.73,152.5541622760801,Unhealthy
5713,Mumbai,India,2023-09-26,113.79,75.17,44.19,6.92,7.93,110.38,-4.98,57.32,16.31,181.09704952581666,Unhealthy
5714,Toronto,Canada,2023-04-08,128.3,151.99,91.58,47.12,7.03,190.99,-9.6,19.06,13.56,188.58904109589042,Unhealthy
5715,Seoul,South Korea,2023-10-23,78.09,26.73,22.02,32.32,5.22,94.26,-1.11,61.35,13.96,162.66396206533193,Unhealthy
5716,Bangkok,Thailand,2023-08-25,35.82,116.32,55.16,35.47,0.99,65.58,5.16,59.45,6.99,101.78793969849247,Poor
5717,Cairo,Egypt,2023-08-18,98.32,183.41,17.33,5.75,5.48,56.04,14.16,95.53,8.04,173.10937829293994,Unhealthy
5718,London,UK,2023-02-22,113.49,178.51,47.24,11.81,2.39,117.54,14.74,25.89,18.97,180.94214963119072,Unhealthy
5719,Moscow,Russia,2023-02-01,21.72,127.24,52.35,23.55,9.12,154.94,-5.26,62.05,11.67,97.19999999999999,Moderate
5720,Moscow,Russia,2023-09-21,100.54,194.33,65.59,14.54,6.94,81.05,-4.74,61.71,2.06,174.25563751317176,Unhealthy
5721,Johannesburg,South Africa,2023-12-22,122.77,78.99,23.0,39.57,9.16,136.31,0.32,26.03,11.0,185.7337197049526,Unhealthy
5722,Madrid,Spain,2023-02-19,65.19,38.2,28.95,24.86,8.41,108.32,3.14,57.02,7.92,156.0032665964173,Unhealthy
5723,Cairo,Egypt,2023-02-15,60.76,50.67,52.17,20.59,6.0,182.32,-4.26,21.78,7.37,153.7159114857745,Unhealthy
5724,Cairo,Egypt,2023-06-22,44.18,72.56,24.77,38.33,6.64,187.11,37.38,55.86,12.76,122.37286432160803,Poor
5725,Johannesburg,South Africa,2023-04-07,135.63,140.41,87.04,3.08,5.28,67.39,37.52,30.86,10.21,192.37376185458376,Unhealthy
5726,Moscow,Russia,2023-03-07,44.76,122.55,14.25,20.09,3.28,97.45,36.35,14.98,1.62,123.80100502512562,Poor
5727,Beijing,China,2023-12-26,120.43,69.25,21.7,48.61,2.4,194.44,-0.37,99.51,0.99,184.5255005268704,Unhealthy
5728,Tokyo,Japan,2023-12-17,144.79,189.15,69.05,1.87,9.29,162.58,2.86,77.11,7.47,197.10337197049526,Unhealthy
5729,Dubai,UAE,2023-09-14,131.67,40.77,41.49,10.56,3.46,69.27,16.81,15.82,4.25,190.3290832455216,Unhealthy
5730,Beijing,China,2023-03-03,11.25,186.21,85.99,30.2,3.95,115.96,27.97,32.92,10.9,116.44737373737374,Poor
5731,New York,USA,2023-09-28,67.86,44.32,46.4,42.68,0.89,27.28,15.99,20.36,3.75,157.381875658588,Unhealthy
5732,Bangkok,Thailand,2023-09-17,100.96,196.64,30.69,10.21,9.3,56.57,12.24,39.28,8.64,174.47249736564805,Unhealthy
5733,Bangkok,Thailand,2023-12-03,26.84,182.26,86.3,8.93,1.75,178.58,34.44,12.94,19.63,114.49232323232323,Poor
5734,Istanbul,Turkey,2023-11-10,88.01,153.96,96.27,31.58,9.4,35.73,32.67,11.54,16.91,167.78598524762907,Unhealthy
5735,Cairo,Egypt,2023-10-01,18.39,59.54,79.03,4.18,6.44,58.71,7.11,91.14,18.95,77.66239130434784,Moderate
5736,Dubai,UAE,2023-01-06,44.38,117.92,67.22,20.36,4.58,103.38,29.18,89.72,4.36,122.86532663316584,Poor
5737,Berlin,Germany,2023-03-05,144.17,161.84,44.2,5.48,3.76,67.49,33.68,24.03,14.54,196.78324552160169,Unhealthy
5738,Berlin,Germany,2023-08-13,68.91,38.04,43.59,41.13,3.19,81.97,8.77,85.84,9.46,157.9240252897787,Unhealthy
5739,Istanbul,Turkey,2023-05-06,93.27,94.86,58.0,47.03,8.07,169.68,-5.7,73.93,6.92,170.50189673340358,Unhealthy
5740,Seoul,South Korea,2023-06-19,32.37,150.87,33.72,37.08,6.61,94.44,37.49,98.11,12.23,98.45080808080809,Moderate
5741,Moscow,Russia,2023-05-12,62.23,139.72,60.78,23.66,7.65,58.6,5.27,68.74,18.49,154.4749209694415,Unhealthy
5742,Moscow,Russia,2023-04-13,40.27,109.75,73.57,17.38,2.13,74.5,22.6,18.67,14.73,112.74522613065328,Poor
5743,Johannesburg,South Africa,2023-02-16,106.07,72.43,27.24,33.71,0.25,19.55,35.21,73.43,4.9,177.1109589041096,Unhealthy
5744,New York,USA,2023-03-09,115.7,172.1,5.52,8.45,6.17,141.09,6.18,49.7,13.99,182.0832455216017,Unhealthy
5745,Beijing,China,2023-02-19,106.9,61.44,24.54,26.72,6.6,89.6,39.3,97.69,15.64,177.5395152792413,Unhealthy
5746,Dubai,UAE,2023-07-23,75.38,100.03,90.29,36.52,0.5,134.55,35.53,74.21,19.16,161.26469968387775,Unhealthy
5747,Los Angeles,USA,2023-08-09,147.01,178.7,6.34,9.86,8.01,143.16,-0.82,65.51,9.43,198.2496311907271,Unhealthy
5748,Seoul,South Korea,2023-11-25,51.28,22.27,23.98,8.89,9.54,44.21,10.96,98.38,17.93,139.85527638190956,Poor
5749,New York,USA,2023-07-12,138.01,162.29,73.38,49.32,8.49,167.77,-0.8,47.75,4.13,193.6026343519494,Unhealthy
5750,Paris,France,2023-10-27,67.63,114.53,15.57,19.0,0.98,171.0,36.25,47.74,15.99,157.26311907270812,Unhealthy
5751,Seoul,South Korea,2023-04-06,125.91,69.54,51.59,31.75,8.76,47.99,17.85,12.77,2.37,187.3550052687039,Unhealthy
5752,Berlin,Germany,2023-04-07,117.53,166.26,29.06,4.64,2.89,171.76,32.01,78.23,4.5,183.0281348788198,Unhealthy
5753,Bangkok,Thailand,2023-04-05,70.52,149.19,35.9,19.28,9.77,63.38,3.07,23.73,6.88,158.75532139093784,Unhealthy
5754,Bangkok,Thailand,2023-11-12,26.23,167.3,41.96,42.6,7.74,161.75,35.83,68.12,4.64,107.0878787878788,Poor
5755,London,UK,2023-05-14,107.86,100.34,29.82,9.5,3.12,133.58,-2.16,29.91,7.24,178.03519494204426,Unhealthy
5756,Cairo,Egypt,2023-06-01,145.75,165.96,89.83,36.23,4.46,66.21,-9.57,43.94,15.24,197.59905163329822,Unhealthy
5757,Sydney,Australia,2023-06-11,134.87,20.63,66.27,33.59,9.09,113.02,17.37,11.87,5.51,191.9813487881981,Unhealthy
5758,Rio de Janeiro,Brazil,2023-10-05,55.88,57.01,93.89,11.45,2.04,194.94,11.54,85.01,11.19,151.19620653319285,Unhealthy
5759,Mumbai,India,2023-09-01,89.4,50.25,81.54,39.27,3.54,93.17,-1.33,22.36,12.16,168.5036880927292,Unhealthy
5760,Paris,France,2023-03-03,37.59,164.17,9.66,9.33,6.48,79.8,25.38,68.42,13.42,106.1462311557789,Poor
5761,Seoul,South Korea,2023-11-21,23.94,64.58,19.62,48.54,1.65,178.23,32.69,66.64,10.75,75.89957081545066,Moderate
5762,Dubai,UAE,2023-10-21,60.53,45.84,73.59,49.93,4.38,140.53,20.3,81.98,16.17,153.59715489989463,Unhealthy
5763,Los Angeles,USA,2023-09-25,24.71,191.62,47.17,5.37,9.39,123.99,-9.75,92.47,6.94,119.12505050505051,Poor
5764,Istanbul,Turkey,2023-03-16,11.96,111.1,21.26,20.44,2.31,36.39,-7.05,47.89,8.73,78.76666666666667,Moderate
5765,Sydney,Australia,2023-03-19,130.0,126.25,75.64,1.73,5.58,94.76,18.46,41.55,14.65,189.4668071654373,Unhealthy
5766,Mumbai,India,2023-12-16,81.32,102.63,9.32,45.51,6.34,87.47,32.75,74.57,19.82,164.33171759747103,Unhealthy
5767,Rio de Janeiro,Brazil,2023-02-05,118.87,129.64,21.24,31.63,5.61,60.33,14.53,92.52,18.1,183.7200210748156,Unhealthy
5768,Cairo,Egypt,2023-10-21,55.12,97.28,60.2,15.69,7.99,27.74,7.55,50.79,12.62,149.3105527638191,Poor
5769,Mexico City,Mexico,2023-06-06,125.34,89.2,40.03,1.8,0.26,73.01,-8.57,76.58,0.62,187.06069546891464,Unhealthy
5770,Madrid,Spain,2023-07-16,73.88,112.87,31.35,23.38,9.9,175.33,30.41,46.13,1.12,160.49020021074816,Unhealthy
5771,Sydney,Australia,2023-12-07,102.34,107.08,60.33,39.23,9.28,116.54,39.79,53.17,12.4,175.1850368809273,Unhealthy
5772,Tokyo,Japan,2023-10-27,127.1,122.3,97.51,4.46,3.92,112.47,7.19,44.63,9.29,187.9694415173867,Unhealthy
5773,Madrid,Spain,2023-03-17,134.27,117.05,88.31,15.17,0.43,139.28,13.96,10.07,0.86,191.67154899894626,Unhealthy
5774,London,UK,2023-09-19,111.12,199.3,62.99,7.78,3.57,115.08,36.84,19.67,11.04,179.71844046364595,Unhealthy
5775,Istanbul,Turkey,2023-08-14,99.77,170.49,61.24,41.81,3.36,89.98,25.11,41.45,15.91,173.85806111696522,Unhealthy
5776,London,UK,2023-05-25,125.55,154.6,60.53,13.1,0.64,96.5,20.31,56.09,10.66,187.16912539515278,Unhealthy
5777,Seoul,South Korea,2023-04-10,129.55,85.39,40.25,34.08,5.41,45.76,38.16,99.24,3.2,189.23445732349842,Unhealthy
5778,Paris,France,2023-07-02,16.84,106.38,92.88,42.12,7.2,193.09,-6.26,90.34,17.66,92.41565217391303,Moderate
5779,Johannesburg,South Africa,2023-11-02,113.46,184.96,32.53,24.71,3.68,59.12,24.13,95.91,15.67,180.92665964172812,Unhealthy
5780,New York,USA,2023-02-03,59.77,15.45,84.03,29.57,9.65,91.97,7.54,56.75,2.38,153.20474183350896,Unhealthy
5781,Mexico City,Mexico,2023-06-10,125.75,68.55,65.3,31.17,8.67,157.27,5.29,41.83,5.51,187.2723919915701,Unhealthy
